model,epoch,phase,epock_loss,epoch_acc
finetune,0,train,0.8502557084626622,0.7008333333333333
finetune,0,test,0.5554510644202431,0.80875
finetune,1,train,0.6182762491868602,0.7880555555555555
finetune,1,test,0.5263297802458207,0.8266666666666667
finetune,2,train,0.5333203088657723,0.8165277777777777
finetune,2,test,0.6390725099916259,0.7679166666666667
finetune,3,train,0.46346538183589775,0.8436111111111111
finetune,3,test,0.414716103002429,0.8504166666666667
finetune,4,train,0.3907931519051393,0.8743055555555556
finetune,4,test,0.44094412165383495,0.84875
finetune,5,train,0.3565035823980967,0.8811111111111111
finetune,5,test,0.5441790929933389,0.8258333333333333
finetune,6,train,0.3163889875511328,0.8947222222222222
finetune,6,test,0.4599723585943381,0.8583333333333333
finetune,7,train,0.1862839603010151,0.9436111111111111
finetune,7,test,0.3784026192625364,0.8810416666666666
